1684322.4752714513, 5873303.167420814
1684264.1433964148, 5841628.959276018
1742012.6996825077, 5699095.022624434
1754845.7121905284, 5667420.814479638
1851472.46318842, 5635746.606334841
1857845.2205361533, 5596153.846153846
1881936.28492621, 4677601.809954751
1881848.7871136554, 4630090.497737557
2023682.7412648015, 4645927.601809954
2017134.9882919593, 4590497.737556561
2023434.8307958967, 4511312.21719457
2023347.332983342, 4463800.904977376
2068350.3745739688, 4400452.488687783
2081183.3870819896, 4368778.2805429865
2190628.5676191426, 4297511.312217195
2203446.9971584044, 4257918.5520362
2280780.4804879874, 4250000
2300015.4162812596, 4194570.135746606
2358011.8830362572, 4186651.583710407
2396510.920560319, 4091628.959276018
2409314.767130822, 4044117.6470588236
2473698.574202311, 4004524.886877828
2499160.437655725, 3830316.742081448
2589326.933493329, 3790723.9819004526
2640673.5664941706, 3671945.701357466
2717875.803104922, 3592760.180995475
2975600.6099847504, 3537330.316742081
3001295.80093831, 3489819.0045248866
3117244.985542028, 3450226.2443438917
3123530.2450772063, 3363122.1719457014
3149225.436030766, 3315610.8597285068
3226558.919360349, 3307692.3076923075
3232742.098114214, 3165158.371040724
3258437.289067773, 3117647.058823529
3483787.905302367, 2983031.674208145
3483889.9860836808, 3038461.538461539
3657543.9780672146, 2832579.1855203616
3850841.228969276, 2792986.425339367
3883011.2580518816, 2761312.21719457
3915020.874478138, 2642533.9366515838
4011574.710632234, 2571266.9683257923
4249918.752031199, 2492081.447963801
4301338.299875836, 2412895.9276018105
5126369.757422731, 2404977.375565611
5435703.690741065, 2373303.1674208147
5603291.167720807, 2373303.1674208147
5635461.196803413, 2341628.9592760177
5899690.007749806, 2317873.3031674204
